EmployeeID,Department,SystemUsageHours,ProductivityScore
3595,Engineering,43.64,4.05
1389,Marketing,25.03,3.63
5771,Legal,5.51,8.69
3057,Engineering,16.07,5.66
2716,Engineering,36.28,3.77
5260,Engineering,13.37,2.29
3728,Marketing,20.41,6.84
5688,Finance,42.36,8.7
4942,IT,31.93,5.69
3134,HR,48.5,7.95
1342,HR,8.19,5.42
5975,IT,1.09,8.45
2135,Marketing,30.61,1.06
3302,Finance,36.72,3.14
4157,Operations,32.96,2.33
2863,Legal,44.56,9.9
4833,Legal,14.07,5.77
4769,Engineering,45.2,7.9
1516,Operations,2.81,1.76
5213,Marketing,16.28,5.46
1911,Operations,36.27,9.96
2124,Operations,47.66,1.27
1312,Operations,43.63,7.02
3612,Operations,9.44,6.38
2607,Legal,40.8,5.33
4760,Operations,41.47,6.41
4913,Engineering,9.32,4.99
4540,Legal,43.46,5.74
4328,Operations,20.31,2.91
3816,IT,27.3,1.29
2565,Operations,39.4,4.85
1263,Sales,26.58,3.34
2383,Marketing,39.71,5.45
5826,Sales,33.25,7.79
2565,IT,7.3,5.37
3410,Operations,0.82,7.58
2601,Legal,35.8,8.51
3032,HR,46.57,1.08
2175,Sales,15.05,3.48
5411,Engineering,36.47,2.91
5460,Marketing,29.4,4.44
4280,Marketing,5.38,5.45
5747,Operations,40.44,8.3
1219,HR,35.1,8.35
2023,IT,8.6,9.22
5321,Sales,27.77,6.71
1705,Marketing,0.92,2.94
3642,Sales,40.83,3.7
4789,Engineering,39.93,7.75
1797,Finance,21.84,2.73
2789,Finance,21.42,1.45
5480,IT,18.09,2.55
5524,Engineering,28.79,3.79
1125,Operations,20.47,2.64
2832,HR,47.18,4.67
2506,HR,37.5,2.83
3418,Engineering,2.78,6.34
2044,Engineering,39.18,4.98
1287,Finance,30.17,6.12
1325,Marketing,48.75,5.03
5358,HR,10.72,4.55
3069,Marketing,43.82,2.94
3568,Operations,42.55,5.19
2347,IT,48.57,2.22
5489,IT,2.33,6.87
3095,Sales,33.27,9.84
5083,Finance,41.4,2.83
4023,HR,12.16,4.59
3970,Legal,33.91,7.02
3809,IT,25.67,8.83
3997,IT,42.48,7.66
4489,Finance,13.41,9.2
5761,Sales,15.86,8.42
3753,Sales,16.86,2.31
4629,IT,44.07,9.57
5049,Sales,45.6,7.19
2809,HR,26.82,4.93
2726,HR,30.94,4.04
3848,Marketing,29.86,6.35
4857,Finance,48.95,3.45
5840,Sales,8.19,3.87
2267,Finance,11.07,4.68
3607,IT,9.15,6.2
4334,IT,30.18,6.46
1964,Sales,19.63,6.3
4018,Finance,11.1,5.74
1479,Legal,28.19,4.95
1031,Sales,48.86,3.27
4055,Finance,47.66,6.77
5266,Sales,12.52,7.52
1902,HR,9.31,8.76
1037,HR,10.55,9.01
1464,Sales,14.07,4.88
2614,Legal,17.4,3.44
2621,Sales,6.91,5.65
1564,Marketing,21.16,9.98
3580,Marketing,32.43,6.02
1395,HR,44.64,2.22
2911,Legal,43.46,4.91
2312,HR,8.7,3.51
4980,Marketing,25.28,7.48
3261,Operations,9.89,6.52
5223,Finance,11.64,4.7
2055,Legal,21.24,9.29
5744,IT,20.04,2.45
5824,Engineering,12.78,5.89
1249,Marketing,39.7,1.86
4204,Sales,5.47,6.99
3391,Finance,34.39,4
4143,Legal,14.81,9.89
1602,Marketing,30.53,6.77
2210,Engineering,8.19,4.99
4343,HR,27.83,7.62
1633,HR,15.79,5.82
4524,Marketing,18.66,2.28
1831,Engineering,9.59,9.53
1708,Engineering,13.72,8.9
1399,Marketing,19.99,4.83
1519,IT,19.57,3.14
4771,Operations,39.52,3.67
5223,Engineering,18.97,5.54
3046,Operations,2.34,7.95
5983,Finance,17.43,1.19
1858,Engineering,0.07,9.67
5696,Finance,3.01,6.23
2039,Finance,8.55,3.83
4280,Operations,43.87,8.64
1713,IT,17.39,1.89
5119,Sales,22.23,8.63
1287,Engineering,23.65,3.51
4127,Finance,46,9.56
2460,Sales,22.45,6.73
2437,HR,24.43,5.35
1891,Engineering,23.63,9.81
5882,IT,48.6,3.39
5068,Legal,41.58,5
2282,IT,13.67,9.39
4801,IT,24.78,3.79
4951,Operations,0.58,5.65
2643,Marketing,28.27,5.17
5284,IT,28.13,9.64
5144,IT,29.77,7.92
5458,IT,44.86,7.79
2323,IT,23.35,1.05
5452,Legal,12.05,1.72
2248,HR,13,1.78
1538,Marketing,14.35,7.17
5931,Marketing,32.25,8.55
5776,Legal,14.85,3.95
2397,Finance,24.26,8.11
4508,Engineering,46.24,4.75
5551,HR,18.31,1.05
3427,HR,31.82,3.36
3205,Engineering,44.05,9.63
1762,Finance,40.96,1.61
3932,Engineering,1.66,8.9
2687,Sales,34.96,2.54
5466,HR,28.72,7.66
5308,Marketing,25.79,1.41
4624,Sales,8.03,5.38
1403,IT,17.6,6.13
1708,HR,0.79,2.43
5080,Sales,1.42,4.19
3168,Sales,8.51,7.67
5843,HR,39.28,7.07
1221,Legal,42.27,7.38
2523,Engineering,22.03,3.7
4214,Legal,41.6,9.17
4853,Marketing,13.54,2.05
3666,IT,16.53,8.2
5707,HR,40.76,6.32
4448,HR,9.19,7.97
4349,HR,44.7,1.6
4393,Legal,29.44,7.52
1337,Sales,23.69,9.8
5248,Legal,16.92,8.1
2364,Operations,26.62,6.75
2732,IT,27.86,6.27
3178,Engineering,1.91,4.88
2866,Marketing,40.76,2.61
2864,Legal,13.82,6.24
2264,Sales,36.86,3.2
4037,Legal,28.71,8.41
1323,IT,17.4,3.64
5519,Legal,8.31,7.96
1062,Marketing,35.23,3.49
1458,Sales,1.6,2.15
5415,HR,37.53,3.13
1126,Legal,40.98,4.67
3091,HR,13.03,7.96
2986,IT,24.48,2.25
5109,Marketing,48.69,9.12
4395,Finance,24.9,4.25
5912,Marketing,2.65,1.57
1968,Finance,5.11,6.5
2330,Legal,19.19,9.3
4894,IT,44.54,9.28
4993,Sales,17.63,1.44
4591,Sales,39.54,5.04
4222,Finance,2.44,7.27
2341,HR,36.81,2.77
3682,Engineering,35.49,8.61
3392,Finance,16.41,6.03
1776,Legal,26.02,1.16
2002,Operations,36.83,4.1
4412,Marketing,32.58,5.6
1926,IT,44.82,6.62
5575,HR,49.55,3.87
5809,Operations,46.15,9.72
4894,Finance,30.81,8.13
1808,Sales,20.36,9.72
4436,Engineering,11.82,5.96
3938,Operations,8.56,4.8
1228,Finance,4.72,7.09
2572,Marketing,44.3,4.58
1388,Operations,8.74,9.59
3814,Operations,22.98,2.07
3364,Sales,44.13,7.43
3563,Legal,30.34,4.73
4095,Engineering,7.52,4.26
2889,Operations,28.7,8.9
5078,IT,28.97,9.11
1168,IT,27.29,7.97
2896,Marketing,18.12,2.71
2557,Operations,37.25,1.15
2567,Engineering,4.27,5.58
3804,Legal,48.01,8.98
1467,Legal,9.81,7.83
2561,HR,7.71,2.95
4179,Legal,9.73,1.49
1345,IT,38.53,1.77
3113,IT,34.69,7.76
4836,Legal,46.86,2.36
2649,Operations,4.27,4.53
2077,Marketing,32.21,7.18
2559,Finance,18.66,2.74
1373,HR,47.14,8.19
3130,HR,13.82,7.17
1698,Marketing,1.97,1.79
4781,IT,0.88,7.11
4865,Marketing,0.22,9.06
4381,Sales,12.93,4.84
4278,Legal,20.07,3.16
1677,Legal,34.31,2.42
5861,Engineering,12.11,4.09
1986,HR,20.42,3.72
2238,Operations,42.23,9.43
1870,IT,21,4.51
4845,HR,24.6,3.83
3341,Engineering,36.59,1.23
2319,IT,48.96,3.12
3934,Legal,0.72,6.11
3901,IT,5.84,8.88
4735,IT,5.09,7.53
1469,IT,45.59,9.31
2269,Legal,31.79,2.3
1369,Legal,28.59,3.79
1149,Finance,34.34,4.11
3825,Sales,29.92,8.53
2889,Operations,5.67,6.76
5138,Finance,9.05,7.32
2677,HR,20.59,7.2
3451,Sales,6.54,1.27
1187,Marketing,4.71,3.79
1241,Sales,19.53,5.77
1470,Marketing,16.98,6.63
5838,Finance,35.48,4.25
3375,Sales,5.57,6.82
2304,IT,36.81,7.34
3922,HR,10.83,5.75
4097,Engineering,21.8,7.86
3477,Operations,13.29,6.52
2640,Marketing,11.38,6.26
5897,IT,19.32,2.14
1125,Finance,42.85,3.3
1090,HR,23.5,6.95
2851,Sales,32.77,2.61
3096,Legal,21.53,1.44
4302,Operations,25.74,2.35
5963,HR,33.61,7.37
2411,Operations,44.22,6.72
5161,Sales,12.54,9.67
2317,Legal,46.02,1.01
2848,Engineering,41.83,7.33
1965,Legal,15.73,7.37
3413,Marketing,24.57,4.99
1573,Legal,14.31,3.84
1663,Engineering,7.85,9.19
3035,Marketing,12.53,9.38
1190,IT,43.01,6.17
5374,HR,25.18,3.34
1693,Legal,11.32,5.14
2480,IT,30.56,4.11
4484,Legal,45.23,5.53
1955,HR,8.58,4.24
2176,IT,29.5,7.31
1114,Finance,45.01,3.48
4716,Engineering,25.44,2.91
2272,Sales,28.21,6.06
5244,Legal,6.38,8.45
4304,IT,17.69,7.62
5417,Marketing,44.81,5.28
4579,Finance,7.56,6.16
5238,IT,7.41,7.27
2960,Operations,34.78,9.55
3105,Finance,40.03,7.5
5381,Finance,41.63,3.71
1693,HR,48.29,5.03
5568,IT,21.11,8.73
2023,Engineering,19.99,3.12
3666,Engineering,21.5,9.53
4522,Marketing,14.48,6.05
2345,Legal,20.71,7.63
5240,Legal,33.99,8.46
1988,Operations,0.79,1.96
4776,Finance,38.71,6.02
5814,Engineering,15.87,2.6
1846,Finance,19.01,7.09
2284,Sales,26.76,7.09
3003,Sales,46.95,7.51
4308,Operations,4.95,9.92
1226,Finance,4.96,7.74
1061,Finance,15.71,2.5
1170,Legal,25.55,5.52
2587,Sales,4.07,2.59
5176,Marketing,5.52,3.46
1620,HR,16.53,7.71
1079,Sales,28.11,4.34
4944,Finance,41.3,1.76
1982,Operations,19.94,8.9
4607,Marketing,18.95,7.94
2027,Operations,21.25,3.49
1829,Legal,26.87,7.31
3302,Operations,25.68,6.74
2176,Sales,14.62,1.03
5181,HR,31.54,1.12
3047,Operations,28.19,2.17
4054,Marketing,35.88,7.62
4044,Finance,49.31,6.74
5609,Marketing,6.81,2.49
1749,Legal,16.25,8.67
3729,Sales,38.9,8.28
3833,Engineering,1.49,3.9
3754,Marketing,45.65,9.61
4465,HR,47.53,7.68
2068,Marketing,0.3,6.43
2334,IT,36.12,3.29
1314,Sales,46.86,9.76
3443,Operations,34.04,1.22
1935,Engineering,40.69,6.64
5858,Operations,26.29,8.3
1595,IT,26.59,8.8
2692,Operations,1.08,4.26
2118,Engineering,2.02,3.52
2163,Legal,30.35,9.2
2395,Operations,26.58,6.53
5366,Finance,15.01,4.94
3324,Sales,27.08,7.39
3615,Marketing,7.16,3.89
3630,Finance,35.44,2.06
1550,Engineering,29.62,5.09
3395,HR,37.89,7.47
1682,IT,35.42,5.27
5165,IT,24.94,1.75
3485,Legal,28.73,2.4
4155,Engineering,35.85,8.54
4311,HR,48.42,1.33
4271,Finance,47.68,7.84
4275,Engineering,12.5,9.34
3797,HR,48.44,4.15
5166,Sales,29.57,6.65
5249,Finance,37.76,9.96
3994,Engineering,47.37,2.67
2091,Operations,37.4,8.47
2686,Engineering,7.08,7.72
3473,Sales,6.53,8.14
5741,HR,29.98,1.15
1116,Operations,24.25,7.58
1037,IT,23.13,5.49
2286,Operations,2.08,6.95
3189,IT,40.58,6.72
2775,Legal,36.28,3.98
2306,Legal,1.77,7.08
4231,Legal,15.26,8.13
4332,Finance,14.19,8.49
1494,Engineering,1.45,3.22
2580,Marketing,7.4,6.77
1044,Finance,4.97,7.91
2054,Finance,28.61,9.26
2260,Engineering,25.99,8.72
3591,Finance,44.01,8.35
1270,Marketing,41.3,1.45
3491,HR,3.52,4.37
1248,Sales,42.53,5.6
3220,Engineering,21.08,7.6
2158,Sales,36.85,5.06
4388,IT,36.5,6.42
2496,IT,45.09,1.77
2618,HR,46.38,3.37
5625,Sales,5.35,8.47
1103,Finance,45.36,4.57
5124,Legal,41.03,1.27
5180,Engineering,5.81,2.5
5319,IT,40.46,9.59
3782,IT,25.03,7.72
2140,HR,12.72,4.58
1966,Finance,3.8,6.14
3134,Operations,21.04,6.55
5833,Finance,25.13,6
4650,HR,14.44,3.56
2952,Marketing,32.33,3.59
5972,Marketing,40.97,9.71
5791,Finance,24.06,3.1
1656,Engineering,32.76,9.86
1086,Engineering,47.99,6.38
4073,Operations,19.87,9.06
4796,Finance,25.84,7.05
4990,Operations,41.69,4.91
2689,Sales,44.24,2.09
2632,IT,34.72,3.24
1106,Marketing,36.52,7.1
2572,Finance,45.24,7.72
2509,Operations,7.72,9.86
4642,IT,23.89,1.22
4412,Engineering,43.65,1.78
3274,Operations,34.2,3.96
1863,Engineering,39.72,9.34
4790,Legal,25.7,8.39
4238,HR,46.74,6.4
4778,Engineering,1.21,1.6
5538,Engineering,42.19,9.26
4814,IT,39.93,1.65
2535,Marketing,20.52,3.3
1377,Engineering,37.82,7.15
5937,Engineering,4.1,2.71
5662,Engineering,34.21,3.06
5202,HR,16.54,10
2260,Operations,0.55,1.46
4589,Legal,39.17,2.94
1561,HR,9.22,1.32
1422,Operations,37.52,4.21
2512,Engineering,22.48,3.91
3920,Engineering,44.13,5.26
1286,Operations,23.92,6.28
1641,Operations,13.96,9.61
2704,Operations,37.32,8.14
4564,HR,26.5,9.24
4192,Finance,1.73,6.54
1148,Engineering,21.52,6.61
5651,HR,48.32,8.07
1946,Legal,4.1,1.13
4006,Finance,37.93,8.53
1749,Sales,6.31,1.25
1670,IT,41.93,8.04
3445,HR,14.97,1.61
1750,IT,12.84,9.98
3518,Engineering,27.49,9.21
5320,Marketing,28.39,9.7
3270,Sales,15.37,4.12
3324,Operations,10.06,4.51
2533,HR,7.75,4.06
5823,HR,9.57,5.77
3904,Legal,36.43,9.54
4427,Sales,30.76,8.38
1848,IT,47.82,5.7
3177,Engineering,41.38,9.42
1870,Finance,2.62,6.71
5145,Finance,33.85,3.24
2020,Sales,23.86,8.35
2729,HR,23.19,6.24
2737,Operations,47.09,6.53
5928,IT,7.68,7.68
4050,HR,23.8,5.16
3956,Engineering,45.82,8.8
3003,Legal,12.07,3.95
4591,Marketing,2.14,1.58
2073,Legal,47.6,1.84
3116,Sales,25.94,7.27
3718,IT,24.64,3.86
2826,Marketing,23.08,7.74
1265,HR,8.24,1.16
2825,HR,36.21,1.87
4161,IT,32.79,2.61
5354,HR,33.01,2.67
2929,Finance,6.95,3.86
2500,Legal,38.56,1.37
1386,Legal,13.07,6.53
1815,Legal,31.9,2.16
1946,HR,46.46,2.31
2098,Sales,27.82,1.72
4712,Sales,3.56,2.5
5662,HR,21.77,1.97
5431,Sales,24.64,6.29
4535,IT,15.85,4.5
1158,Finance,18.7,2.36
4058,Operations,7.65,4.59
4333,Finance,20.15,3.92
3402,Marketing,32.84,7.95
1390,Legal,16.22,8.47
4008,Finance,41.54,1.12
4294,Engineering,17.36,6.1
5041,HR,23.49,2.46
4971,HR,21.37,8.34
1016,HR,2.23,7.92
2043,HR,34.45,2.12
3933,Marketing,39.72,3.76
2056,Engineering,42.78,6.39
1893,Operations,17.66,3.49
3107,Finance,26.61,8.47
2873,Sales,2.2,7.83
5564,IT,20.49,8.33
5973,HR,23.09,3.39
1500,Sales,36.88,2.84
5286,Operations,33.03,4.17
5550,HR,30.06,4.33
4552,IT,29.7,7.48
5006,Engineering,20.39,5.65
4133,Finance,9.69,5.37
2910,Finance,11.14,7.22
1057,Engineering,32.77,1.59
1565,Sales,1.56,3.52
1413,Operations,29.66,5.12
2006,IT,5.99,3.84
4128,HR,13.07,8.89
4714,Finance,42.15,2.47
4143,Engineering,5.92,5.92
3625,Sales,19.35,4.67
5948,Finance,20.19,3.75
2378,IT,34.58,1.57
4988,Finance,14.02,3.32
5682,Legal,22.74,3.8
3424,HR,0.42,2.83
2512,Operations,49.48,7.77
5700,Marketing,31.38,6.62
4450,Marketing,21,8.98
3873,Operations,25.11,2.79
3793,Finance,21.84,2.58
3576,Legal,19.6,8.87
5404,Legal,34.19,6.55
5860,Finance,11.99,1.75
4528,Legal,12.61,1.11
5417,Legal,1.6,1.4
5067,IT,26.95,1.66
5254,Sales,9.05,3.27
5315,HR,37.63,6.29
2234,IT,6.59,9.27
4968,HR,5.59,1.48
5600,Operations,17.76,4.38
3354,Engineering,16.49,6.08
4099,Marketing,10.43,9.03
4692,Finance,31,9.26
5722,Legal,27.97,5.83
5471,Legal,14.52,3.89
3623,HR,46.32,1.04
4988,Sales,18.45,5.89
1573,Finance,44.53,2.9
3811,IT,41.6,2.03
5955,IT,41.11,7.24
2645,Operations,24.3,2.15
5469,Engineering,15.71,6.33
1180,Legal,41.48,8.16
5014,Engineering,48.85,9.26
2020,Sales,22.49,1.35
2212,Operations,30.54,8.36
3307,HR,38.31,4.12
1649,Legal,37.2,2.16
3052,Finance,35.73,3.18
3608,Marketing,39.42,3.86
3394,Sales,4.08,7.05
5196,Operations,41.27,2.26
2591,IT,46.57,1.13
3365,Legal,21.18,6.91
4954,IT,33.77,4.16
4380,Legal,15.57,4.84
3418,IT,46.07,3.49
2318,Sales,18.77,5.24
5202,IT,48.11,3.69
1284,Operations,3.41,3.22
1223,IT,39.77,5.46
3782,HR,6.05,3.01
3485,IT,46.79,7.07
2432,IT,35.36,9.5
4039,Operations,29.13,4.67
4137,Sales,37.35,8.64
2790,HR,22.43,6.65
3620,Sales,0,2.25
1161,Operations,15.14,2.06
1231,Engineering,26.31,7.52
3323,Marketing,10.37,7.83
4164,Marketing,33.12,5.48
2040,IT,2.37,7.76
2677,IT,31.57,4.82
5935,Engineering,47.44,8.72
5658,Operations,10.42,4.71
4588,IT,33.4,4.85
5883,Legal,36.26,9.98
4959,Legal,26.78,4.1
2178,Sales,33.45,3.44
4348,HR,30.83,4.74
2563,HR,23.34,6.37
1587,Legal,41.79,8.77
4157,HR,8.99,8.59
1226,Marketing,20.22,3.84
3926,Marketing,29.3,2.25
3251,Marketing,42.82,2.76
5468,Finance,37.62,5.87
4340,Sales,24.26,7.41
4854,IT,49.25,7.38
5415,IT,43.42,9.94
1687,Legal,16.98,3.63
5791,HR,26.96,8.11
4174,Sales,40.88,2.35
3290,HR,32.06,3.64
3287,HR,3.85,8.04
5634,Operations,44.45,5.03
3471,Operations,4.76,6.62
5937,Finance,18.86,4.81
2020,HR,23.35,9.09
1248,Finance,6.5,5.03
3047,Sales,0.5,5.72
1046,Engineering,21.76,7.66
3144,Marketing,28.28,1.94
1055,Operations,30.58,6.48
2975,Finance,23.44,7.46
5693,Finance,10.2,6.26
1855,IT,25.79,1.06
4222,Finance,7.25,4.49
1687,Finance,41.24,3.36
1855,IT,45.37,1.59
4829,HR,18.16,5.62
2977,HR,41.3,2.99
3621,Legal,0.4,3.35
3994,Legal,37.29,4.41
1023,Marketing,40.32,8.13
2090,Operations,17.74,6.14
4572,Legal,12.87,5.73
2922,Legal,24.4,4.53
2440,Engineering,45.68,7.39
3910,Operations,32.64,6.45
1862,Finance,18.45,8.74
5611,Engineering,33.39,6.02
1479,Finance,5.62,9.75
4966,HR,37.33,3.91
4307,HR,44.09,4.39
4469,Sales,35.69,7.55
4180,IT,0.18,4.36
1041,Operations,37.08,3.01
5653,HR,1.48,5.72
3645,Sales,38.5,4.99
1909,IT,33.35,2.93
5603,Legal,21.62,3.61
5194,Finance,18.78,9.63
3551,Operations,1.26,6.42
2155,Engineering,38.36,7.15
3092,IT,40.51,9.94
3877,IT,33.31,3.73
4133,Finance,21.81,3.41
4267,HR,6.96,5.2
2887,Legal,20.47,4.38
1777,Finance,8.85,8.83
1094,Engineering,36.04,3.64
4165,IT,30.2,5.12
2817,Engineering,39.65,3.82
1532,Engineering,31.62,7.52
5617,HR,10.53,1.64
1120,Engineering,40.72,5.98
2994,Engineering,13.32,6.9
4956,Engineering,10.4,6
3572,Legal,38.69,5.98
5420,Sales,4.24,2.61
3733,Finance,49,1.08
5305,Operations,42.61,1.37
4840,Operations,24.08,1.68
3623,Engineering,14.55,3.15
4598,Marketing,35.38,6.74
3711,Legal,40.73,4.09
3537,Marketing,45.01,1.12
2399,Sales,1.12,3.13
5804,Sales,41.11,4.29
2694,Legal,21.02,2.01
4955,Legal,4.42,8.14
3823,Marketing,21.1,5.76
4379,HR,29.11,4.28
5305,Sales,9.16,3.44
3715,Legal,30.04,7.78
2857,Engineering,37.68,8.71
1262,Finance,42.59,5.29
2537,Operations,39.24,9.92
3151,Marketing,15.77,5.32
5331,Sales,16.5,4.75
5943,Finance,32.32,9.45
2594,Operations,6.1,7
3505,Operations,41.89,5.53
4299,Engineering,14.98,7.7
1316,Finance,14.7,1.63
3106,Sales,11.61,4.06
5996,IT,2.7,1.17
4629,Legal,31.17,2.07
1194,Operations,35.22,9.17
3538,HR,37.97,7.12
3842,HR,38.21,3.68
2060,Operations,1.82,1.75
1778,HR,3.53,7.08
4209,Engineering,5.1,2.63
4923,Legal,20.34,8.85
1581,Engineering,35.82,4.58
4293,Marketing,29.6,3.07
4867,Finance,26.5,3.37
4283,IT,13.85,4.94
1753,HR,25.1,7.79
2728,Engineering,32.72,2.34
1921,IT,15.92,8.74
4460,IT,26.25,3.44
3718,HR,34.93,4.07
3019,HR,23.58,1.8
2749,IT,49.51,9.04
1464,Finance,48.37,6.21
1943,Engineering,42.04,1.44
5485,HR,30.44,3.5
5620,Engineering,25.35,2.49
4457,Finance,45.49,6.05
2992,IT,30.21,1.56
1254,Marketing,6.42,5.8
3439,Marketing,7.18,9.6
3272,HR,11.32,6.24
3160,Sales,18.03,2.66
1108,Operations,26.75,7.76
2597,HR,19.83,2.63
5236,Engineering,38.23,1.74
4653,Finance,1.77,7.09
1376,Sales,18.13,9.58
4106,Marketing,2.24,5.81
5785,IT,21.07,1.47
1275,IT,18.59,8.66
5239,Operations,47.47,1.03
3482,IT,27.04,1.09
3981,Marketing,3.85,1.01
3098,Operations,21.25,7.78
2225,IT,8.1,4.69
3456,HR,19.85,9.47
5115,Operations,4.29,6.05
5330,IT,19.19,5.95
5757,IT,14.35,7.89
3295,Engineering,34.99,4.54
2314,Legal,16.1,1.82
5257,Marketing,41.52,8.1
3865,Finance,42.98,8.7
4228,Marketing,39.63,9.93
4772,Sales,33.22,9.38
5069,HR,29.52,2.51
1495,Marketing,10.98,9.64
4572,IT,2.41,6.02
5157,Finance,40.33,3.99
2583,Finance,9.64,2.86
4634,Finance,42.66,9.46
1549,Engineering,35.2,1.16
1876,IT,11.7,3.66
4797,HR,41.7,4.53
4678,Sales,14.54,8.15
4211,IT,12.9,4.3
2493,HR,25.68,8.7
2247,HR,42.13,3.48
2103,HR,38.07,4.64
1244,Legal,13.85,1.87
5588,Legal,21.19,2.54
1178,IT,37.83,6.34
4910,Operations,8.36,1.2
5642,Operations,15.08,5.46
1860,Legal,38.68,9.2
1945,Legal,9.87,6.88
2497,Marketing,3.41,4.97
2675,Finance,10.78,1.32
1743,Finance,13.63,5.76
3233,Engineering,37.52,4.79
4541,Legal,17.06,5.43
1993,Operations,39.6,7.29
2527,IT,38.35,3.43
2854,Operations,34.18,5.43
1692,Engineering,40.25,1.67
4567,Legal,17.68,1.55
4756,Finance,12.21,1.58
4516,Marketing,36.44,4.98
2720,Marketing,0.67,7.87
2201,Sales,36.85,7.65
3906,Legal,34.22,9.19
5470,IT,4.1,6.1
1361,Sales,11.29,4.06
3049,HR,28.72,5.18
4999,Sales,45.46,2.08
3148,IT,7.97,4.41
4437,Finance,21.31,6.94
5674,HR,43.4,4.71
3569,Finance,43.13,2.86
1443,Operations,47.59,3.92
1625,Operations,35.37,3.7
1680,Operations,1.56,1.85
1329,Operations,9.95,9.66
4005,HR,37.95,7.13
2723,Operations,21.33,3.42
1847,HR,13.93,4.65
5990,IT,31.09,7.89
1068,IT,20.63,8.66
5141,Legal,37.14,8.65
1339,Legal,8.3,7.5
5821,Finance,8.58,3.97
4681,Engineering,41.17,9.27
5870,Engineering,11.57,2.09
1003,Operations,33.35,8.46
5482,Operations,43.68,4.21
3236,Finance,46.45,5.87
4545,IT,26.4,8.52
4380,Legal,29.49,8.6
3615,IT,29.6,1.79
3078,Legal,12.08,1.91
4611,IT,7.72,5.39
2178,Operations,10.92,3.69
3560,Marketing,19.44,9.41
6000,HR,16.55,3.92
2776,Legal,13.28,2.69
3746,Marketing,19.11,6.18
2891,Legal,41.33,3.77
3537,Finance,33.45,2.99
3789,Finance,32.35,7.82
3687,HR,38.1,2.27
2870,Legal,17.47,3.59
1071,HR,35.23,9.57
4429,Finance,21.17,9.6
3286,Legal,10.75,1.89
3638,Finance,12.79,1.68
4565,Engineering,29.74,8.1
2613,Operations,18.87,9.69
3606,Legal,13.05,3.27
3804,Legal,44.25,4.85
4828,Operations,33.56,7.31
5041,IT,7.42,7.75
4945,HR,41.13,4.67
3163,Operations,40.91,1.18
5272,Sales,18.76,9.22
2257,Finance,36.72,9.87
5094,HR,30.96,8.6
5492,Sales,17.32,6.66
5620,Engineering,19.89,1.18
2329,Engineering,24.33,6.18
5772,Finance,48.33,7.53
5311,Operations,5.38,2.87
3597,Finance,44.85,2.82
5222,IT,45.64,8.86
3861,Engineering,41.64,5.63
2784,HR,48.19,2.44
5015,Marketing,11.14,7.16
3773,HR,39.69,9.54
2329,Engineering,2.88,5.08
4198,Sales,11.92,8.49
1840,Finance,7.97,3.23
4744,Legal,28.19,4.83
1309,Operations,45.86,3.69
3189,IT,16.39,1.21
2562,HR,3.37,5.38
5802,Operations,10.78,1.12
2788,IT,36.48,9.74
3702,Marketing,31.59,6.82
2433,HR,31.55,2.74
2505,Marketing,35.98,3.6
5340,Engineering,23.29,2.35
3336,Legal,20.37,7.39
4505,IT,39.42,3.93
1462,Finance,20.71,3.18
4420,HR,18.96,4.7
1280,Operations,20.02,7.25
4700,Sales,11.48,5.95
5199,Engineering,31.33,5.51
3792,Finance,41.72,3.03
1365,Engineering,32.21,2.39
2478,IT,2.6,6
4401,Marketing,14.64,9.29
1953,Finance,13.55,2.21
2451,Finance,36.43,4.46
2887,Marketing,2.5,5.42
4734,Marketing,10.3,8.28
2462,Engineering,32.77,1.96
1185,Finance,18.43,5.5
1427,HR,40.09,8.63
1145,Marketing,15.05,5.9
2391,Marketing,43.2,3.93
4363,Operations,1.94,5.78
5253,Engineering,23.69,5.33
2878,Sales,18.8,6.58
5101,IT,17.37,3.47
4607,Finance,5.9,8.71
5095,Legal,11.6,6.76
3908,Engineering,7.11,6.73
2748,Engineering,14.63,3.99
3321,Legal,1.03,4.54
1887,Legal,24.46,2.92
1637,Operations,43.23,3.46
1963,Finance,20.33,7.63
3540,Operations,39.39,7.42
2586,Legal,44.63,6.1
2791,IT,39.13,8.69
5109,IT,26.05,6.44
2852,Engineering,49.72,3.6
1843,Finance,40.28,3.06
5439,Legal,36.46,3.97
1711,Operations,33.73,9.24
2952,IT,45.54,7.88
5872,Marketing,0.93,8.38
4708,Sales,3.72,1.07
5389,Marketing,46.48,8.41
2316,Operations,8.48,2.84
3479,IT,33.19,2.68
2502,Sales,6.08,4.79
5542,Operations,10.68,5.45
2118,IT,24.81,8.02
4550,HR,35.86,7.75
3049,Finance,40.18,8.2
5639,IT,7.81,5.9
3757,Operations,1.05,5.39
3162,HR,10.61,7.08
3234,HR,23.52,3.65
5113,Finance,33.84,9.7
3264,Marketing,22.8,1.79
3709,Finance,46.4,7.25
5689,Engineering,32.77,1.53
3616,Finance,4.89,9.79
4455,Operations,43.89,3.17
1302,IT,11.82,1.58
5020,HR,34.04,9.94
1948,Legal,13.57,4.93
4154,Finance,12.64,7.24
5641,Marketing,25.35,6.79
5433,Operations,7.39,7.28
3386,Operations,16.22,5.29
1016,Operations,4.68,2.17
2665,Legal,32.43,7.92
1109,Engineering,2.04,2.95
5451,Finance,2.54,3.73
