EmployeeID,Quarter,PerformanceScore,CompletedProjects,OverdueTasks
1175,Q4,5,2,2
1260,Q4,5,8,2
2980,Q1,3,7,2
1061,Q4,3,3,3
2772,Q1,5,0,4
1783,Q2,2,0,1
2150,Q1,4,4,2
2561,Q2,2,0,0
3418,Q1,2,7,0
3789,Q3,3,1,1
3583,Q1,3,8,1
4498,Q4,3,4,4
3576,Q4,1,6,2
4462,Q4,2,4,4
5885,Q4,1,9,4
1173,Q4,2,1,2
4237,Q3,5,7,2
2179,Q2,2,4,1
5122,Q1,4,9,4
4349,Q2,4,6,2
4858,Q1,1,3,2
3029,Q3,5,4,3
1872,Q1,3,9,4
3180,Q2,2,2,0
3503,Q2,3,7,0
1159,Q2,5,1,3
5262,Q1,4,6,4
3937,Q3,2,9,1
4655,Q4,3,8,3
5456,Q3,1,5,3
1020,Q2,1,6,2
5741,Q3,4,3,4
5544,Q4,5,3,4
3167,Q2,4,7,0
5036,Q1,1,8,3
3026,Q3,5,9,2
2396,Q1,1,0,2
5485,Q1,5,7,3
3713,Q4,1,3,1
2375,Q1,5,8,1
3179,Q1,1,7,4
5391,Q3,2,5,4
3330,Q3,3,6,4
5338,Q3,3,9,3
4663,Q3,4,2,1
5141,Q4,5,7,1
4054,Q1,4,8,0
3182,Q3,4,0,4
2256,Q2,3,0,3
5823,Q1,2,7,3
2586,Q1,2,6,1
4700,Q3,1,9,2
5071,Q3,1,6,2
1789,Q2,1,2,1
4833,Q1,4,4,4
1451,Q3,3,6,3
2591,Q2,2,4,2
3133,Q3,2,1,1
2018,Q3,5,1,2
3509,Q1,2,4,4
1472,Q1,2,3,3
3566,Q4,4,2,0
4078,Q4,3,6,2
1794,Q1,3,3,3
5901,Q4,3,7,0
3507,Q1,1,7,4
2196,Q4,4,2,2
1865,Q4,1,0,0
2085,Q4,3,8,3
1257,Q4,4,7,3
5333,Q1,5,6,1
4393,Q3,3,3,3
1680,Q3,5,3,2
2898,Q1,3,5,4
4680,Q2,5,2,1
5345,Q3,4,3,2
3258,Q3,4,2,0
2744,Q1,5,2,1
3488,Q4,3,9,4
2271,Q4,4,4,1
2206,Q2,5,8,3
2599,Q2,5,4,1
3006,Q1,1,5,0
4880,Q2,4,1,0
5308,Q2,2,8,0
1846,Q3,2,1,3
4165,Q1,5,8,4
4710,Q1,3,6,1
4722,Q3,1,4,0
3155,Q3,1,4,2
4761,Q4,5,5,4
1388,Q1,1,2,3
3159,Q3,1,7,2
4949,Q1,4,7,1
5397,Q4,2,3,3
3628,Q4,1,6,1
2361,Q1,4,6,2
1544,Q2,1,9,2
3867,Q2,5,5,3
1797,Q2,4,5,2
1672,Q4,4,3,4
5168,Q1,1,0,1
4531,Q4,3,2,0
2433,Q2,1,9,0
3681,Q3,3,0,4
3276,Q1,4,1,2
4714,Q3,1,4,1
2274,Q1,1,3,0
4840,Q2,4,9,3
4708,Q1,4,1,4
1477,Q3,2,5,0
4184,Q3,2,1,1
4357,Q2,5,3,2
2659,Q4,5,3,4
5388,Q2,4,4,4
3981,Q3,3,5,2
3617,Q1,4,5,4
3338,Q4,2,9,2
2087,Q4,1,0,1
4828,Q4,1,4,0
1534,Q3,2,8,0
5762,Q3,1,3,3
2493,Q2,5,2,0
3512,Q4,1,3,1
4563,Q2,5,6,1
2149,Q4,4,6,2
4619,Q2,4,8,1
4670,Q1,2,2,1
4376,Q1,4,6,2
5905,Q1,2,3,1
4468,Q2,4,9,0
3045,Q3,3,5,3
3711,Q2,4,9,4
5322,Q1,1,6,0
4270,Q3,2,3,4
5693,Q1,3,0,2
4097,Q2,1,2,4
3533,Q4,2,7,2
5332,Q4,4,6,3
1039,Q1,5,3,2
5290,Q1,1,5,0
5888,Q3,5,3,0
3603,Q4,1,1,2
2490,Q1,2,2,3
3813,Q4,2,3,3
4873,Q1,2,9,3
4503,Q1,4,6,4
1670,Q3,2,0,1
2971,Q2,2,2,2
5389,Q2,4,0,0
4900,Q2,2,6,2
5144,Q4,4,6,4
2609,Q4,4,4,2
3376,Q4,3,5,1
1893,Q1,1,5,2
3277,Q1,2,0,3
2085,Q4,5,8,1
2705,Q3,1,3,4
5766,Q2,3,0,0
4467,Q3,1,1,1
2417,Q4,1,4,1
2122,Q3,5,1,4
4094,Q1,2,9,1
2522,Q2,2,0,2
5877,Q1,3,8,1
5631,Q3,1,2,2
4672,Q2,1,9,2
4453,Q4,5,5,2
5374,Q3,3,8,0
1761,Q3,2,4,2
3821,Q2,4,7,1
4240,Q4,5,4,3
2714,Q1,1,9,2
5131,Q3,1,9,3
1296,Q4,2,7,4
5702,Q3,2,9,0
5557,Q2,3,4,2
5368,Q2,5,6,4
3971,Q3,5,7,0
1831,Q4,1,5,4
5682,Q2,5,5,0
1717,Q2,5,0,1
2279,Q1,4,6,3
3212,Q1,2,8,0
4518,Q4,1,2,2
3951,Q1,1,3,3
3197,Q2,5,2,3
5167,Q2,5,6,0
2499,Q2,5,4,4
2488,Q1,4,3,2
2400,Q4,3,9,0
4319,Q1,4,1,1
3354,Q4,3,8,1
4172,Q4,3,7,2
5129,Q2,5,2,4
3776,Q4,1,9,4
1375,Q1,5,8,2
3285,Q1,4,7,2
4188,Q2,1,4,2
3103,Q2,2,8,2
5621,Q4,5,1,1
1136,Q2,3,3,0
1972,Q1,4,1,0
3472,Q3,5,5,4
2255,Q4,2,7,4
3172,Q4,5,2,4
3006,Q1,5,5,3
5087,Q3,1,2,1
1484,Q1,3,4,3
5303,Q4,1,2,1
5194,Q3,5,3,3
1303,Q2,4,7,0
5801,Q1,4,1,3
1615,Q3,2,8,0
1705,Q4,1,3,0
3349,Q2,4,3,2
4431,Q1,2,2,1
1783,Q1,1,9,2
4066,Q4,1,9,4
5423,Q2,1,7,4
4310,Q3,2,5,2
2882,Q2,1,0,1
5829,Q1,4,5,3
1277,Q3,4,4,4
1948,Q1,1,8,3
3826,Q4,2,3,0
4869,Q1,5,0,3
1442,Q1,1,9,2
2875,Q3,1,7,3
4763,Q1,5,1,3
4403,Q3,3,4,4
2726,Q3,1,5,4
5618,Q2,2,6,0
2798,Q4,1,5,3
5925,Q2,5,8,4
3303,Q3,4,7,4
5525,Q4,5,7,1
3383,Q1,4,6,3
4865,Q3,1,1,1
3148,Q4,4,1,0
2834,Q2,1,6,2
3845,Q3,5,5,3
5498,Q1,5,6,2
3413,Q1,2,6,1
5561,Q1,4,0,3
5907,Q2,5,0,4
5040,Q3,4,1,0
4875,Q4,1,2,4
4391,Q2,1,8,2
3455,Q3,5,8,0
1720,Q1,2,3,0
5733,Q4,1,1,4
4234,Q2,3,8,1
3974,Q3,4,7,0
1568,Q4,2,3,4
2687,Q4,5,0,2
4539,Q2,4,0,4
2993,Q3,5,3,2
4530,Q3,4,8,3
5802,Q3,4,7,2
3882,Q2,3,9,3
1797,Q2,1,3,1
4758,Q3,4,9,0
1108,Q1,4,5,3
3051,Q3,3,7,3
2129,Q4,4,7,0
1792,Q2,5,8,4
2743,Q4,5,8,1
4475,Q4,1,1,1
4434,Q3,2,9,1
4502,Q1,3,9,0
3226,Q4,3,5,2
2831,Q3,3,3,4
5331,Q4,5,8,2
1943,Q1,2,5,4
3667,Q1,1,2,1
1561,Q4,4,7,0
3982,Q3,5,3,4
4050,Q1,5,0,1
4361,Q2,2,4,0
1847,Q2,1,2,4
5680,Q2,2,9,4
5118,Q4,1,5,3
4603,Q3,4,5,4
3107,Q1,5,4,2
2091,Q1,3,2,4
5950,Q2,1,7,2
2043,Q3,4,9,3
5003,Q2,4,6,3
1250,Q3,3,7,0
5811,Q4,5,5,0
5196,Q2,4,3,1
5407,Q3,5,3,3
3413,Q3,2,4,3
5103,Q3,3,2,3
4141,Q3,4,7,3
5490,Q4,3,7,4
3727,Q2,3,3,0
1354,Q3,4,7,0
5159,Q4,1,8,1
4659,Q2,3,0,3
4122,Q1,5,0,3
5354,Q4,1,1,4
4083,Q4,1,3,2
2722,Q4,2,7,0
2481,Q2,1,2,2
4260,Q3,1,1,4
2261,Q4,4,1,1
4955,Q2,5,4,1
2977,Q3,5,1,3
5535,Q1,1,0,2
5248,Q3,1,3,2
3060,Q3,4,6,2
4055,Q2,4,5,0
3605,Q2,1,9,4
2025,Q3,5,0,4
3058,Q1,2,4,0
4397,Q2,4,4,4
1476,Q2,5,2,1
4908,Q1,4,5,2
3418,Q3,2,6,0
2375,Q4,3,3,3
1245,Q3,1,7,1
1771,Q1,3,4,0
3638,Q1,4,1,1
4987,Q4,4,7,0
5855,Q1,5,9,2
2675,Q2,2,8,1
4190,Q4,5,3,2
2878,Q4,5,2,2
4213,Q4,2,4,1
3196,Q3,3,5,1
2832,Q4,3,9,1
5244,Q3,4,5,4
4605,Q3,4,7,1
2105,Q1,2,7,0
3865,Q3,4,8,2
4773,Q2,1,3,1
1554,Q4,4,0,4
3787,Q4,2,5,3
2168,Q1,5,9,4
4133,Q2,1,7,2
5494,Q3,5,4,4
5511,Q4,4,3,1
3936,Q4,2,6,0
5015,Q1,3,9,2
1848,Q1,2,4,3
2672,Q3,4,1,0
2627,Q1,2,9,0
3372,Q3,1,5,1
1857,Q4,4,0,1
3749,Q2,5,1,3
4832,Q3,1,4,3
3770,Q3,2,5,3
1807,Q2,5,4,3
1201,Q1,1,4,4
1864,Q3,3,1,1
3524,Q4,3,8,0
5319,Q2,5,8,4
5133,Q3,2,5,4
5551,Q2,1,1,3
2146,Q3,5,2,2
1241,Q2,4,1,3
3879,Q2,5,9,3
3158,Q3,4,7,1
2425,Q1,1,8,3
5200,Q4,5,2,4
5812,Q3,3,0,0
5807,Q2,2,1,3
5530,Q4,5,2,2
2376,Q4,5,0,2
3876,Q2,3,0,4
3913,Q1,5,2,4
2164,Q2,4,5,1
5228,Q2,1,1,0
1565,Q1,4,0,4
4442,Q2,5,0,0
4477,Q3,1,3,4
5800,Q2,3,9,4
5241,Q3,2,3,3
3765,Q1,2,5,4
2648,Q4,4,2,0
2814,Q3,3,5,3
1605,Q3,1,4,0
3964,Q1,1,3,2
5816,Q4,1,4,0
4432,Q1,4,5,4
5697,Q1,3,4,2
5963,Q3,1,3,3
2644,Q3,5,9,0
2398,Q2,2,6,4
3906,Q3,1,4,2
1677,Q2,3,2,4
5692,Q1,1,5,2
1859,Q3,4,5,3
2069,Q3,4,3,4
2037,Q4,3,4,1
3336,Q3,2,7,0
4816,Q2,5,7,1
3806,Q4,2,8,4
3550,Q1,4,1,0
3969,Q1,1,4,1
2423,Q3,3,1,4
5588,Q3,1,7,3
5190,Q2,1,4,2
4046,Q2,4,5,1
5547,Q4,4,1,1
1946,Q4,5,9,1
3143,Q4,5,9,3
1149,Q1,4,6,4
1399,Q1,2,4,3
2012,Q3,4,7,0
1582,Q3,2,6,2
3942,Q3,3,6,4
1045,Q2,3,5,3
2001,Q3,2,4,1
5318,Q2,3,6,0
2968,Q1,5,6,0
4117,Q4,5,2,3
4171,Q1,3,1,2
5395,Q1,1,0,0
4672,Q4,1,6,3
4434,Q2,5,9,3
1494,Q4,1,1,3
3891,Q1,1,8,3
5544,Q1,2,7,3
3418,Q2,3,8,4
3115,Q3,5,6,1
1575,Q2,1,6,3
4494,Q2,4,8,3
5857,Q2,3,0,2
2248,Q2,2,9,2
3148,Q2,2,9,0
2452,Q4,3,9,0
3308,Q2,1,3,0
1502,Q3,4,8,4
3583,Q2,5,5,0
2374,Q3,2,5,2
5938,Q4,4,5,0
3349,Q4,4,6,0
5769,Q2,4,8,4
4792,Q3,1,1,1
4805,Q4,4,6,3
2527,Q4,3,0,4
2364,Q1,2,3,3
2838,Q1,5,2,4
5459,Q3,4,4,0
5109,Q1,3,8,3
1655,Q4,2,3,3
3549,Q2,5,2,0
3889,Q2,3,9,3
4744,Q2,4,1,0
5747,Q2,4,3,1
3076,Q4,4,2,3
4908,Q4,3,1,4
5293,Q2,4,6,0
4644,Q1,5,0,1
2287,Q1,5,0,2
1608,Q1,5,0,0
4932,Q1,2,4,4
1882,Q2,5,1,4
3645,Q3,3,0,3
4737,Q4,3,7,0
4024,Q1,1,1,0
5682,Q3,5,5,1
3499,Q3,4,9,1
1523,Q3,3,5,4
1854,Q4,2,9,3
2387,Q1,2,7,2
3261,Q4,3,4,0
1703,Q2,4,6,3
3044,Q3,5,0,3
3820,Q3,5,6,1
1725,Q1,3,8,2
5744,Q1,4,0,1
4801,Q2,2,0,2
4253,Q4,2,4,0
4155,Q1,1,9,4
4478,Q1,3,3,3
4982,Q3,1,2,2
2616,Q1,5,3,3
5195,Q3,4,3,4
1705,Q2,1,1,4
3950,Q4,5,5,1
4894,Q4,2,9,0
1345,Q4,2,0,3
2080,Q3,5,8,0
4613,Q1,5,1,3
3126,Q3,5,6,4
3404,Q4,5,2,0
1378,Q4,5,7,0
1794,Q3,3,2,0
2026,Q4,2,9,4
2026,Q3,2,8,2
3592,Q2,5,4,1
3048,Q3,1,5,1
1925,Q4,5,1,0
4074,Q2,2,1,1
1948,Q2,4,5,2
2323,Q3,3,9,1
5515,Q1,3,4,2
2895,Q2,3,9,1
3769,Q4,5,0,3
5799,Q2,3,8,4
4163,Q1,1,5,4
5027,Q4,1,3,1
1855,Q2,3,4,2
1465,Q1,5,6,3
1935,Q1,4,5,1
2216,Q2,3,0,2
4641,Q3,4,1,0
1963,Q2,1,8,2
5299,Q2,3,4,4
4969,Q2,4,7,2
2500,Q1,4,2,1
3389,Q1,2,6,3
2793,Q4,5,1,1
3524,Q3,4,2,0
5283,Q4,5,8,2
5551,Q2,5,5,1
3716,Q1,2,8,3
4792,Q2,5,7,0
4382,Q2,2,0,1
2707,Q3,4,3,1
2033,Q1,1,0,0
4413,Q4,3,3,2
5755,Q2,5,5,2
5282,Q1,3,9,2
3806,Q3,3,6,1
3548,Q3,4,3,3
1211,Q3,2,8,2
1662,Q2,4,5,1
3113,Q4,2,8,3
3304,Q1,2,1,0
4396,Q1,3,3,0
5381,Q1,5,0,3
5389,Q1,5,4,2
5329,Q3,2,5,1
3316,Q1,5,1,0
4910,Q1,2,8,2
3736,Q2,1,1,2
4003,Q4,5,0,3
2465,Q1,5,3,4
5214,Q2,2,0,0
5577,Q4,4,4,4
2339,Q2,4,3,0
4174,Q2,5,0,2
4767,Q2,4,1,2
5276,Q1,4,9,2
4665,Q4,2,3,0
5932,Q2,4,1,0
2651,Q1,5,1,4
2544,Q2,1,2,1
1351,Q1,1,9,4
4843,Q3,1,3,0
3823,Q1,1,7,4
2775,Q3,3,5,3
4218,Q4,2,6,4
4283,Q4,1,1,3
5555,Q4,4,8,1
5751,Q1,5,4,1
4079,Q2,3,1,4
1617,Q4,3,1,3
1091,Q4,4,0,4
2090,Q1,4,0,0
3232,Q2,4,4,0
1482,Q4,4,2,0
4167,Q4,1,1,4
3833,Q1,5,0,0
2386,Q3,4,9,4
1026,Q1,3,0,2
3257,Q2,4,3,0
2533,Q1,3,1,3
5526,Q1,5,7,0
5587,Q2,2,1,1
5445,Q3,2,9,3
1484,Q4,2,5,2
5839,Q1,5,4,0
3856,Q3,4,4,0
5313,Q3,3,8,4
4013,Q4,5,8,3
3822,Q3,1,8,0
3810,Q2,3,7,3
3605,Q2,5,2,3
4766,Q3,4,7,0
3049,Q1,2,3,1
5322,Q3,2,6,1
5852,Q2,5,1,1
5398,Q3,1,0,0
3524,Q1,4,0,1
2587,Q3,2,5,1
5305,Q4,4,7,2
3440,Q4,3,8,1
2961,Q1,4,6,1
4983,Q3,3,6,4
5346,Q1,2,5,1
4339,Q3,5,3,4
1093,Q2,2,2,1
3722,Q1,5,3,1
4348,Q3,1,7,3
5467,Q1,2,0,3
1935,Q3,5,6,0
2116,Q3,4,5,0
5029,Q3,3,5,2
5618,Q1,2,2,2
2947,Q3,3,6,2
2448,Q2,4,7,2
4788,Q4,5,0,4
3001,Q4,1,5,0
1853,Q1,5,9,3
2493,Q4,3,9,4
4110,Q3,3,8,2
4648,Q1,5,9,4
4380,Q1,2,7,2
3149,Q4,1,8,1
5390,Q2,2,0,2
1359,Q3,2,1,3
2049,Q3,2,1,3
5106,Q2,5,2,3
1831,Q4,3,4,1
4250,Q2,4,9,2
1694,Q1,2,6,0
5062,Q2,5,3,0
1270,Q3,5,5,2
5121,Q1,5,1,4
5916,Q2,1,9,2
5577,Q2,5,5,0
2338,Q2,5,9,0
1756,Q2,5,9,3
1185,Q4,2,7,3
4713,Q2,4,8,2
5045,Q1,4,9,1
3219,Q1,1,6,0
2173,Q1,5,3,0
4228,Q2,1,9,3
3441,Q3,2,6,3
3967,Q2,1,0,3
5937,Q2,1,0,2
4142,Q1,1,5,2
5127,Q1,1,0,4
3302,Q3,3,7,0
3510,Q3,2,3,0
2212,Q3,2,4,2
2164,Q4,2,7,2
4742,Q3,4,6,1
5741,Q3,4,0,4
5852,Q3,2,6,0
1398,Q1,4,5,2
2212,Q3,1,5,4
5995,Q1,4,3,3
1897,Q4,5,4,2
5547,Q3,3,2,0
1209,Q4,3,1,1
5875,Q3,5,4,1
2137,Q2,1,6,0
5117,Q1,4,5,2
4619,Q1,1,6,4
5864,Q2,3,0,0
5353,Q1,5,2,3
4642,Q2,2,3,4
4021,Q2,1,1,1
4314,Q2,1,4,2
2204,Q1,5,0,4
2617,Q4,2,2,1
3220,Q2,5,6,4
4368,Q4,2,0,2
1144,Q3,4,7,0
1424,Q2,3,4,2
3075,Q2,2,7,3
2422,Q4,4,7,2
1413,Q4,1,0,1
4150,Q4,5,6,1
4156,Q3,4,0,2
4134,Q4,3,3,3
1754,Q3,1,8,2
4449,Q4,2,8,1
5469,Q3,5,6,3
1787,Q4,3,4,2
3775,Q3,4,2,1
4076,Q2,4,0,3
2655,Q2,4,8,0
3314,Q4,4,2,3
3141,Q3,1,1,4
3871,Q4,5,4,2
2674,Q4,4,7,0
1378,Q2,2,5,2
2099,Q3,1,3,2
2412,Q4,1,0,1
5492,Q3,1,8,3
3105,Q4,3,9,4
2386,Q2,5,3,4
2392,Q3,2,0,3
5858,Q2,4,9,3
1156,Q1,2,3,1
2109,Q3,1,3,2
1208,Q2,5,6,0
2336,Q4,5,2,2
2685,Q2,5,7,4
1821,Q1,2,7,1
4405,Q3,3,0,1
5574,Q2,4,7,3
3552,Q3,2,1,1
1263,Q4,2,8,4
2636,Q2,5,6,2
5691,Q4,5,8,4
1002,Q3,3,4,1
4004,Q1,5,9,3
2748,Q3,2,0,2
1852,Q4,5,0,0
5170,Q4,3,5,1
2446,Q2,1,1,0
1126,Q1,4,2,4
1146,Q4,3,9,3
1221,Q2,1,7,2
3621,Q4,4,2,0
4326,Q3,1,9,2
1080,Q3,1,7,0
1840,Q2,2,3,0
3854,Q4,3,6,3
2696,Q3,1,5,4
5016,Q3,3,7,4
5478,Q2,3,5,4
3459,Q3,3,2,2
2345,Q1,3,6,3
1013,Q1,1,6,3
1943,Q1,3,7,0
5879,Q4,4,5,3
5598,Q4,5,5,1
5820,Q3,4,4,2
2853,Q4,2,8,0
4427,Q2,3,8,4
4551,Q3,3,7,4
2334,Q3,1,9,0
4538,Q4,2,6,1
4975,Q3,5,9,3
5938,Q2,5,3,1
2174,Q1,4,2,0
2680,Q4,4,1,0
2113,Q3,5,2,3
4507,Q3,3,3,4
5224,Q1,1,6,0
1785,Q3,5,4,0
2241,Q4,4,0,2
2886,Q3,1,1,4
3728,Q3,5,7,1
5084,Q4,3,5,0
5942,Q3,5,2,3
5726,Q3,4,0,1
3250,Q3,5,4,3
5154,Q1,4,4,1
4502,Q4,3,9,0
3694,Q3,3,5,2
1477,Q4,1,6,3
3535,Q4,3,4,4
1202,Q4,3,3,4
1009,Q1,3,2,2
1473,Q3,5,4,1
4006,Q1,3,4,1
2292,Q2,3,8,2
5144,Q1,5,9,0
5481,Q1,4,5,4
5273,Q2,2,6,1
5353,Q3,4,0,2
5377,Q4,3,2,3
4296,Q1,1,6,4
5266,Q2,2,1,0
4920,Q1,1,4,4
5031,Q4,1,4,2
4471,Q3,4,3,2
1733,Q2,5,6,1
1704,Q1,5,7,0
4432,Q1,5,0,1
5115,Q4,3,1,0
4555,Q4,2,4,2
4205,Q3,2,7,4
5899,Q4,5,8,2
5443,Q3,2,6,1
2496,Q1,1,2,3
5545,Q3,4,2,4
2433,Q3,4,5,2
3157,Q1,1,5,3
4795,Q2,1,9,1
1293,Q4,3,6,1
4578,Q1,5,1,3
2379,Q1,4,2,3
3675,Q1,5,6,3
2842,Q4,3,2,1
1762,Q4,1,6,2
4384,Q4,3,3,4
5224,Q4,1,1,2
4543,Q4,2,0,2
1312,Q3,1,8,4
4397,Q4,4,2,2
5000,Q4,4,5,3
2267,Q3,5,4,1
2283,Q3,5,5,3
1642,Q3,2,3,4
3334,Q2,4,4,0
5679,Q4,1,6,0
3326,Q2,2,1,0
1009,Q1,4,9,1
1232,Q2,4,7,3
2671,Q2,2,7,1
5468,Q2,4,1,1
1079,Q3,3,9,4
5958,Q2,4,8,3
5821,Q4,4,0,2
5128,Q3,4,2,1
4934,Q4,5,5,0
2104,Q4,1,6,0
5680,Q3,5,5,1
2633,Q4,5,6,4
4755,Q2,4,9,4
5260,Q4,4,2,4
4300,Q2,3,5,0
4629,Q2,4,0,2
5220,Q4,5,0,4
2064,Q2,3,3,4
3911,Q3,1,0,4
1323,Q3,4,8,3
2777,Q4,3,4,0
5403,Q4,4,5,4
5588,Q2,2,6,3
1106,Q3,1,1,0
1222,Q1,5,8,1
2684,Q1,4,5,0
2206,Q1,3,7,4
4296,Q2,4,0,4
3375,Q2,1,1,2
1926,Q4,4,7,3
2912,Q4,4,7,2
4245,Q4,5,5,4
3568,Q1,4,4,0
2578,Q1,1,4,3
4460,Q4,4,6,0
4148,Q4,4,7,1
4331,Q3,3,7,1
3164,Q4,1,2,3
1123,Q3,1,0,2
1658,Q4,3,8,3
3370,Q4,5,0,1
1813,Q3,5,9,2
3717,Q1,3,7,4
1939,Q4,2,3,1
2566,Q2,4,8,1
5069,Q3,5,6,3
3543,Q1,1,2,2
1191,Q1,1,6,2
5897,Q2,3,8,0
5694,Q1,2,7,4
2867,Q4,4,5,1
3652,Q3,3,2,1
3729,Q1,3,4,1
3095,Q2,5,0,4
4654,Q4,2,5,4
3971,Q3,3,4,4
1456,Q1,5,7,4
2740,Q3,2,9,3
3495,Q3,4,5,0
2344,Q3,2,5,3
1340,Q1,4,0,1
4834,Q1,4,7,0
1614,Q1,2,1,1
1636,Q1,2,5,0
2326,Q4,2,3,3
2183,Q4,2,5,2
5229,Q1,1,0,0
5629,Q2,1,1,1
2199,Q2,1,4,2
3355,Q4,1,4,4
3211,Q2,3,7,0
1589,Q3,3,8,3
3796,Q3,4,9,2
1303,Q1,4,9,0
3687,Q2,5,5,2
4800,Q3,1,5,4
2188,Q4,3,5,4
1301,Q2,4,6,3
1304,Q2,2,5,4
5415,Q2,5,5,4
4955,Q2,1,7,3
3804,Q4,2,8,2
4174,Q4,5,1,2
5608,Q3,1,6,0
5391,Q3,1,3,0
4386,Q2,3,6,0
2864,Q2,4,8,3
2626,Q2,1,8,2
3114,Q3,5,6,4
3842,Q1,3,4,3
1071,Q2,2,5,1
4324,Q1,4,4,0
4426,Q2,5,8,2
2537,Q2,2,0,3
3055,Q2,5,8,4
5791,Q4,3,5,2
1104,Q3,3,5,2
2231,Q3,3,8,3
4660,Q2,2,2,4
2066,Q4,2,9,1
2899,Q4,1,7,4
3614,Q2,1,7,3
2244,Q3,2,9,1
2956,Q1,3,8,4
5224,Q3,2,9,4
3432,Q3,1,0,3
1247,Q3,1,8,0
2420,Q4,1,9,3
1527,Q4,4,4,0
1913,Q3,5,8,0
1942,Q3,3,8,4
5439,Q4,3,3,0
3661,Q1,2,7,3
3607,Q4,2,8,2
4466,Q2,1,6,4
3107,Q3,4,5,1
5948,Q1,3,3,2
2615,Q1,4,4,1
3646,Q3,3,8,2
3620,Q3,1,1,4
4922,Q1,5,0,2
2416,Q2,3,2,1
3104,Q2,2,7,2
2669,Q2,4,8,3
5006,Q2,3,7,3
1299,Q1,3,7,4
1087,Q3,5,0,4
5249,Q3,2,5,1
2887,Q3,5,6,0
3357,Q2,2,2,3
2632,Q3,1,2,1
4449,Q2,4,9,2
3222,Q4,2,4,1
2165,Q1,2,1,3
4758,Q2,1,2,0
5211,Q4,4,8,4
4323,Q4,5,2,3
5289,Q2,1,1,3
3254,Q3,2,9,0
3268,Q4,3,8,0
2835,Q1,5,6,1
1833,Q1,1,3,1
3534,Q2,3,7,3
2850,Q1,3,9,1
1378,Q3,1,9,4
2672,Q1,3,1,4
4563,Q1,3,4,2
3388,Q2,4,8,2
1420,Q4,4,3,1
3674,Q4,1,3,3
4609,Q3,3,4,3
1766,Q4,2,7,1
3749,Q4,3,6,4
2234,Q2,2,4,2
1565,Q4,4,2,2
3778,Q3,3,5,1
4917,Q4,1,8,3
5271,Q3,5,2,2
5039,Q1,2,5,2
1520,Q1,4,9,0
1354,Q2,3,1,2
3065,Q1,4,3,2
4900,Q4,4,4,3
5729,Q4,5,2,3
4602,Q2,5,9,1
2314,Q2,1,1,2
5027,Q3,4,2,1
4596,Q2,3,0,2
2628,Q1,5,2,2
4936,Q1,3,7,2
5220,Q3,1,1,1
1298,Q1,2,8,1
4332,Q3,1,6,2
2989,Q4,3,9,2
1584,Q3,3,3,0
3932,Q3,3,5,2
5429,Q3,1,7,0
4186,Q3,5,0,3
3312,Q1,1,3,2
3383,Q2,4,3,0
2112,Q4,5,2,0
5374,Q3,5,3,3
3360,Q3,4,9,3
1197,Q4,5,6,2
2096,Q4,3,6,4
4739,Q3,3,0,1
1521,Q4,4,9,1
3428,Q4,3,8,4
3425,Q1,4,9,2
3626,Q1,4,8,4
3665,Q3,2,6,4
5236,Q1,3,9,0
3993,Q3,4,0,3
1529,Q1,2,3,3
5016,Q3,3,0,1
2627,Q1,3,7,0
4896,Q1,3,0,4
1798,Q2,1,3,4
1748,Q2,5,5,1
1169,Q3,3,8,0
5033,Q3,3,7,3
5977,Q4,5,1,2
3818,Q3,1,3,4
4836,Q1,1,5,3
2969,Q1,3,1,2
3472,Q1,4,0,3
1385,Q1,4,7,0
2319,Q2,1,9,1
4353,Q2,3,3,4
3569,Q1,5,1,2
2046,Q3,1,5,4
3944,Q1,2,2,2
3428,Q4,2,7,3
3899,Q3,2,2,4
5364,Q2,1,2,2
1815,Q3,5,7,0
1572,Q2,2,8,1
5138,Q1,5,4,2
1825,Q2,4,6,2
2372,Q3,3,7,2
5701,Q1,5,9,4
1653,Q4,2,6,4
5726,Q2,1,2,1
2117,Q2,1,2,4
1489,Q1,2,4,0
1876,Q3,4,6,4
3899,Q4,2,4,0
1577,Q3,1,0,2
1981,Q1,2,1,3
3168,Q3,2,4,3
1435,Q4,3,0,3
5692,Q1,3,3,2
3823,Q3,4,2,0
2734,Q4,2,1,3
4721,Q4,2,0,1
3496,Q2,3,6,1
1444,Q3,3,6,3
2124,Q2,1,7,3
1725,Q1,5,6,3
4637,Q4,2,3,0
5282,Q3,3,7,4
3453,Q3,2,1,3
1262,Q3,2,9,0
3534,Q3,5,3,1
4316,Q2,2,4,2
3776,Q3,3,6,4
1972,Q3,5,8,0
1579,Q1,4,7,4
5607,Q3,5,6,4
3610,Q2,5,3,1
4507,Q4,4,9,3
3938,Q3,3,1,3
5835,Q3,2,1,3
3621,Q2,1,0,2
5549,Q4,2,1,0
5930,Q3,2,2,1
1175,Q1,2,3,2
1781,Q3,1,5,2
1484,Q3,2,7,1
1352,Q2,1,7,1
5247,Q4,2,3,2
4081,Q1,3,3,3
5563,Q1,2,5,1
3587,Q3,1,9,1
1998,Q3,3,3,2
1755,Q2,5,5,4
5485,Q1,2,2,1
3758,Q3,4,9,2
2669,Q4,1,3,4
2126,Q4,5,9,1
4318,Q3,5,3,1
1284,Q4,4,7,4
4639,Q3,3,5,3
3136,Q4,5,8,4
